ID;skenario;alt;Choice;Caratanam;Label;price
45;5;2;1;traditional;organic;200
45;6;1;0;traditional;nonorganic;300
45;6;2;1;traditional;organic;200
45;7;1;1;traditional;organic;200
45;7;2;0;traditional;nonorganic;300
45;8;1;0;traditional;nonorganic;100
45;8;2;1;hydroponic;organic;400
46;1;1;0;traditional;nonorganic;200
46;1;2;1;traditional;organic;300
46;2;1;0;hydroponic;nonorganic;400
46;2;2;1;hydroponic;organic;100
46;3;1;0;hydroponic;nonorganic;100
46;3;2;1;traditional;nonorganic;400
46;4;1;1;traditional;organic;400
46;4;2;0;hydroponic;nonorganic;100
46;5;1;1;traditional;organic;300
46;5;2;0;hydroponic;organic;200
46;6;1;1;hydroponic;organic;300
46;6;2;0;hydroponic;nonorganic;200
46;7;1;0;traditional;organic;200
46;7;2;1;traditional;organic;300
46;8;1;0;traditional;organic;100
46;8;2;1;traditional;organic;400
47;1;1;1;traditional;nonorganic;200
47;1;2;0;traditional;nonorganic;300
47;2;1;0;traditional;organic;400
47;2;2;1;traditional;organic;100
47;3;1;0;hydroponic;organic;100
47;3;2;1;hydroponic;organic;400
47;4;1;0;hydroponic;nonorganic;400
47;4;2;1;hydroponic;organic;100
47;5;1;0;traditional;nonorganic;300
47;5;2;1;hydroponic;organic;200
47;6;1;1;traditional;nonorganic;300
47;6;2;0;hydroponic;organic;200
47;7;1;1;hydroponic;nonorganic;200
47;7;2;0;hydroponic;nonorganic;300
47;8;1;0;hydroponic;nonorganic;100
47;8;2;1;traditional;nonorganic;400
48;1;1;0;hydroponic;nonorganic;200
48;1;2;1;hydroponic;organic;300
48;2;1;1;traditional;nonorganic;400
48;2;2;0;hydroponic;organic;100
48;3;1;1;hydroponic;organic;100
48;3;2;0;hydroponic;nonorganic;400
48;4;1;0;traditional;nonorganic;400
48;4;2;1;hydroponic;organic;100
48;5;1;0;hydroponic;organic;300
48;5;2;1;traditional;nonorganic;200
48;6;1;0;hydroponic;nonorganic;300
48;6;2;1;hydroponic;organic;200
48;7;1;1;hydroponic;organic;200
48;7;2;0;traditional;nonorganic;300
48;8;1;1;hydroponic;organic;100
48;8;2;0;traditional;nonorganic;400
49;1;1;0;traditional;organic;200
49;1;2;1;traditional;nonorganic;300
49;2;1;1;hydroponic;organic;400
49;2;2;0;traditional;nonorganic;100
49;3;1;0;traditional;nonorganic;100
49;3;2;1;hydroponic;organic;400
49;4;1;0;traditional;organic;400
49;4;2;1;traditional;nonorganic;100
49;5;1;1;hydroponic;nonorganic;300
49;5;2;0;traditional;nonorganic;200
49;6;1;0;hydroponic;organic;300
49;6;2;1;traditional;nonorganic;200
49;7;1;1;traditional;organic;200
49;7;2;0;hydroponic;nonorganic;300
49;8;1;0;traditional;nonorganic;100
49;8;2;1;hydroponic;nonorganic;400
50;1;1;1;hydroponic;nonorganic;200
50;1;2;0;hydroponic;organic;300
50;2;1;0;traditional;nonorganic;400
50;2;2;1;traditional;organic;100
50;3;1;0;hydroponic;nonorganic;100
50;3;2;1;traditional;nonorganic;400
50;4;1;1;hydroponic;nonorganic;400
50;4;2;0;hydroponic;nonorganic;100
50;5;1;0;traditional;nonorganic;300
50;5;2;1;traditional;organic;200
50;6;1;0;traditional;organic;300
50;6;2;1;hydroponic;organic;200
50;7;1;0;hydroponic;nonorganic;200
50;7;2;1;hydroponic;organic;300
50;8;1;0;traditional;nonorganic;100
50;8;2;1;traditional;organic;400
51;1;1;1;traditional;organic;200
51;1;2;0;traditional;nonorganic;300
51;2;1;0;traditional;nonorganic;400
51;2;2;1;hydroponic;organic;100
51;3;1;1;traditional;organic;100
51;3;2;0;hydroponic;nonorganic;400
51;4;1;1;hydroponic;nonorganic;400
51;4;2;0;traditional;organic;100
51;5;1;1;hydroponic;organic;300
51;5;2;0;hydroponic;organic;200
51;6;1;1;hydroponic;nonorganic;300
51;6;2;0;traditional;organic;200
51;7;1;0;traditional;nonorganic;200
51;7;2;1;traditional;nonorganic;300
51;8;1;0;hydroponic;nonorganic;100
51;8;2;1;hydroponic;organic;400
52;1;1;0;traditional;nonorganic;200
52;1;2;1;hydroponic;organic;300
52;2;1;1;hydroponic;nonorganic;400
52;2;2;0;traditional;nonorganic;100
52;3;1;0;traditional;nonorganic;100
52;3;2;1;traditional;organic;400
52;4;1;0;hydroponic;organic;400
52;4;2;1;traditional;organic;100
52;5;1;1;hydroponic;organic;300
52;5;2;0;hydroponic;organic;200
52;6;1;0;hydroponic;nonorganic;300
52;6;2;1;hydroponic;nonorganic;200
52;7;1;0;traditional;organic;200
52;7;2;1;traditional;nonorganic;300
52;8;1;0;traditional;nonorganic;100
52;8;2;1;hydroponic;organic;400
53;1;1;0;hydroponic;nonorganic;200
53;1;2;1;traditional;nonorganic;300
53;2;1;0;hydroponic;organic;400
53;2;2;1;traditional;nonorganic;100
53;3;1;0;hydroponic;nonorganic;100
53;3;2;1;hydroponic;nonorganic;400
53;4;1;0;hydroponic;organic;400
53;4;2;1;traditional;organic;100
53;5;1;0;traditional;nonorganic;300
53;5;2;1;hydroponic;nonorganic;200
53;6;1;0;traditional;organic;300
53;6;2;1;hydroponic;nonorganic;200
53;7;1;0;hydroponic;organic;200
53;7;2;1;hydroponic;organic;300
53;8;1;1;traditional;organic;100
53;8;2;0;traditional;organic;400
54;1;1;1;traditional;nonorganic;200
54;1;2;0;hydroponic;organic;300
54;2;1;0;hydroponic;nonorganic;400
54;2;2;1;hydroponic;nonorganic;100
54;3;1;0;hydroponic;nonorganic;100
54;3;2;1;hydroponic;nonorganic;400
54;4;1;0;traditional;organic;400
54;4;2;1;traditional;nonorganic;100
54;5;1;1;hydroponic;organic;300
54;5;2;0;traditional;nonorganic;200
54;6;1;1;hydroponic;organic;300
54;6;2;0;hydroponic;organic;200
54;7;1;1;hydroponic;organic;200
54;7;2;0;hydroponic;nonorganic;300
54;8;1;0;hydroponic;nonorganic;100
54;8;2;1;traditional;nonorganic;400
55;1;1;0;hydroponic;organic;200
55;1;2;1;traditional;organic;300
55;2;1;0;traditional;nonorganic;400
55;2;2;1;hydroponic;nonorganic;100
55;3;1;1;hydroponic;organic;100
55;3;2;0;hydroponic;nonorganic;400
55;4;1;0;traditional;organic;400
55;4;2;1;hydroponic;organic;100
55;5;1;0;traditional;organic;300
55;5;2;1;traditional;organic;200
55;6;1;0;traditional;nonorganic;300
55;6;2;1;hydroponic;organic;200
55;7;1;0;hydroponic;nonorganic;200
55;7;2;1;hydroponic;organic;300
55;8;1;0;traditional;nonorganic;100
55;8;2;1;traditional;nonorganic;400
56;1;1;1;traditional;nonorganic;200
56;1;2;0;hydroponic;organic;300
56;2;1;1;hydroponic;nonorganic;400
56;2;2;0;hydroponic;nonorganic;100
56;3;1;0;hydroponic;organic;100
56;3;2;1;traditional;organic;400
56;4;1;1;hydroponic;nonorganic;400
56;4;2;0;hydroponic;nonorganic;100
56;5;1;0;traditional;nonorganic;300
56;5;2;1;hydroponic;nonorganic;200
56;6;1;0;traditional;organic;300
56;6;2;1;hydroponic;organic;200
56;7;1;1;traditional;nonorganic;200
56;7;2;0;hydroponic;nonorganic;300
56;8;1;1;hydroponic;organic;100
56;8;2;0;hydroponic;nonorganic;400
57;1;1;1;hydroponic;organic;200
57;1;2;0;traditional;organic;300
57;2;1;0;traditional;organic;400
57;2;2;1;traditional;organic;100
57;3;1;1;traditional;organic;100
57;3;2;0;traditional;nonorganic;400
57;4;1;0;traditional;nonorganic;400
57;4;2;1;traditional;nonorganic;100
57;5;1;0;traditional;organic;300
57;5;2;1;hydroponic;organic;200
57;6;1;0;traditional;organic;300
57;6;2;1;traditional;nonorganic;200
57;7;1;1;traditional;nonorganic;200
57;7;2;0;traditional;nonorganic;300
57;8;1;1;hydroponic;nonorganic;100
57;8;2;0;hydroponic;organic;400
58;1;1;0;hydroponic;nonorganic;200
58;1;2;1;hydroponic;organic;300
58;2;1;0;hydroponic;organic;400
58;2;2;1;traditional;nonorganic;100
58;3;1;0;traditional;nonorganic;100
58;3;2;1;hydroponic;organic;400
58;4;1;0;hydroponic;organic;400
58;4;2;1;hydroponic;organic;100
58;5;1;0;traditional;organic;300
58;5;2;1;hydroponic;organic;200
58;6;1;1;traditional;nonorganic;300
58;6;2;0;hydroponic;organic;200
58;7;1;0;traditional;nonorganic;200
58;7;2;1;hydroponic;nonorganic;300
58;8;1;0;hydroponic;organic;100
58;8;2;1;traditional;organic;400
59;1;1;1;hydroponic;organic;200
59;1;2;0;hydroponic;nonorganic;300
59;2;1;0;hydroponic;nonorganic;400
59;2;2;1;traditional;organic;100
59;3;1;0;traditional;organic;100
59;3;2;1;hydroponic;organic;400
59;4;1;1;hydroponic;organic;400
59;4;2;0;hydroponic;organic;100
59;5;1;0;traditional;organic;300
59;5;2;1;traditional;organic;200
59;6;1;1;traditional;nonorganic;300
59;6;2;0;hydroponic;nonorganic;200
59;7;1;0;hydroponic;nonorganic;200
59;7;2;1;traditional;nonorganic;300
59;8;1;0;hydroponic;organic;100
59;8;2;1;traditional;organic;400
60;1;1;0;hydroponic;organic;200
60;1;2;1;hydroponic;nonorganic;300
60;2;1;0;hydroponic;nonorganic;400
60;2;2;1;hydroponic;nonorganic;100
60;3;1;0;traditional;organic;100
60;3;2;1;traditional;nonorganic;400
60;4;1;0;hydroponic;nonorganic;400
60;4;2;1;traditional;organic;100
60;5;1;0;hydroponic;organic;300
60;5;2;1;hydroponic;nonorganic;200
60;6;1;0;traditional;organic;300
60;6;2;1;traditional;organic;200
60;7;1;1;traditional;organic;200
60;7;2;0;traditional;organic;300
60;8;1;1;hydroponic;nonorganic;100
60;8;2;0;hydroponic;organic;400
61;1;1;1;traditional;organic;200
61;1;2;0;hydroponic;organic;300
61;2;1;0;hydroponic;nonorganic;400
61;2;2;1;traditional;organic;100
61;3;1;1;hydroponic;nonorganic;100
61;3;2;0;traditional;nonorganic;400
61;4;1;0;hydroponic;organic;400
61;4;2;1;hydroponic;organic;100
61;5;1;1;traditional;organic;300
61;5;2;0;traditional;organic;200
61;6;1;0;traditional;nonorganic;300
61;6;2;1;hydroponic;organic;200
61;7;1;0;traditional;nonorganic;200
61;7;2;1;traditional;nonorganic;300
61;8;1;1;traditional;organic;100
61;8;2;0;traditional;nonorganic;400
62;1;1;0;traditional;organic;200
62;1;2;1;hydroponic;nonorganic;300
62;2;1;0;hydroponic;organic;400
62;2;2;1;hydroponic;nonorganic;100
62;3;1;0;traditional;organic;100
62;3;2;1;traditional;nonorganic;400
62;4;1;0;traditional;nonorganic;400
62;4;2;1;traditional;organic;100
62;5;1;0;traditional;nonorganic;300
62;5;2;1;traditional;nonorganic;200
62;6;1;0;traditional;nonorganic;300
62;6;2;1;traditional;organic;200
62;7;1;0;hydroponic;nonorganic;200
62;7;2;1;traditional;organic;300
62;8;1;0;traditional;organic;100
62;8;2;1;hydroponic;nonorganic;400
63;1;1;1;hydroponic;organic;200
63;1;2;0;hydroponic;organic;300
63;2;1;0;hydroponic;organic;400
63;2;2;1;traditional;nonorganic;100
63;3;1;1;traditional;organic;100
63;3;2;0;hydroponic;organic;400
63;4;1;0;hydroponic;organic;400
63;4;2;1;hydroponic;organic;100
63;5;1;0;traditional;organic;300
63;5;2;1;hydroponic;nonorganic;200
63;6;1;1;hydroponic;nonorganic;300
63;6;2;0;hydroponic;nonorganic;200
63;7;1;0;traditional;organic;200
63;7;2;1;hydroponic;organic;300
63;8;1;0;traditional;organic;100
63;8;2;1;hydroponic;organic;400
64;1;1;1;hydroponic;nonorganic;200
64;1;2;0;hydroponic;organic;300
64;2;1;0;traditional;nonorganic;400
64;2;2;1;hydroponic;nonorganic;100
64;3;1;1;hydroponic;nonorganic;100
64;3;2;0;hydroponic;organic;400
64;4;1;0;hydroponic;organic;400
64;4;2;1;hydroponic;nonorganic;100
64;5;1;0;hydroponic;nonorganic;300
64;5;2;1;hydroponic;organic;200
64;6;1;1;hydroponic;nonorganic;300
64;6;2;0;traditional;nonorganic;200
64;7;1;0;traditional;nonorganic;200
64;7;2;1;hydroponic;nonorganic;300
64;8;1;0;hydroponic;nonorganic;100
64;8;2;1;traditional;nonorganic;400
65;1;1;1;traditional;organic;200
65;1;2;0;hydroponic;organic;300
65;2;1;0;traditional;nonorganic;400
65;2;2;1;hydroponic;organic;100
65;3;1;1;hydroponic;nonorganic;100
65;3;2;0;traditional;nonorganic;400
65;4;1;0;traditional;nonorganic;400
65;4;2;1;hydroponic;nonorganic;100
65;5;1;0;traditional;nonorganic;300
65;5;2;1;traditional;organic;200
65;6;1;1;traditional;nonorganic;300
65;6;2;0;traditional;organic;200
65;7;1;0;traditional;organic;200
65;7;2;1;traditional;nonorganic;300
65;8;1;1;traditional;nonorganic;100
65;8;2;0;hydroponic;organic;400
66;1;1;1;traditional;nonorganic;200
66;1;2;0;traditional;organic;300
66;2;1;0;hydroponic;nonorganic;400
66;2;2;1;hydroponic;organic;100
66;3;1;1;hydroponic;nonorganic;100
66;3;2;0;traditional;nonorganic;400
66;4;1;0;traditional;organic;400
66;4;2;1;hydroponic;nonorganic;100
66;5;1;0;traditional;organic;300
66;5;2;1;hydroponic;organic;200
66;6;1;1;hydroponic;organic;300
66;6;2;0;hydroponic;nonorganic;200
66;7;1;0;traditional;organic;200
66;7;2;1;traditional;organic;300
66;8;1;0;traditional;organic;100
66;8;2;1;traditional;organic;400
67;1;1;1;traditional;nonorganic;200
67;1;2;0;traditional;nonorganic;300
67;2;1;0;traditional;organic;400
67;2;2;1;traditional;organic;100
67;3;1;1;hydroponic;organic;100
67;3;2;0;hydroponic;organic;400
67;4;1;0;hydroponic;nonorganic;400
67;4;2;1;hydroponic;organic;100
67;5;1;0;traditional;nonorganic;300
67;5;2;1;hydroponic;organic;200
67;6;1;1;traditional;nonorganic;300
67;6;2;0;hydroponic;organic;200
67;7;1;0;hydroponic;nonorganic;200
67;7;2;1;hydroponic;nonorganic;300
67;8;1;0;hydroponic;nonorganic;100
67;8;2;1;traditional;nonorganic;400
68;1;1;1;hydroponic;nonorganic;200
68;1;2;0;hydroponic;organic;300
68;2;1;0;traditional;nonorganic;400
68;2;2;1;hydroponic;organic;100
68;3;1;1;hydroponic;organic;100
68;3;2;0;hydroponic;nonorganic;400
68;4;1;0;traditional;nonorganic;400
68;4;2;1;hydroponic;organic;100
68;5;1;0;hydroponic;organic;300
68;5;2;1;traditional;nonorganic;200
68;6;1;1;hydroponic;nonorganic;300
68;6;2;0;hydroponic;organic;200
68;7;1;0;hydroponic;organic;200
68;7;2;1;traditional;nonorganic;300
68;8;1;0;hydroponic;organic;100
68;8;2;1;traditional;nonorganic;400
69;1;1;1;traditional;organic;200
69;1;2;0;traditional;nonorganic;300
69;2;1;0;hydroponic;organic;400
69;2;2;1;traditional;nonorganic;100
69;3;1;1;traditional;nonorganic;100
69;3;2;0;hydroponic;organic;400
69;4;1;1;traditional;organic;400
69;4;2;0;traditional;nonorganic;100
69;5;1;1;hydroponic;nonorganic;300
69;5;2;0;traditional;nonorganic;200
69;6;1;1;hydroponic;organic;300
69;6;2;0;traditional;nonorganic;200
69;7;1;0;traditional;organic;200
69;7;2;1;hydroponic;nonorganic;300
69;8;1;0;traditional;nonorganic;100
69;8;2;1;hydroponic;nonorganic;400
70;1;1;1;hydroponic;nonorganic;200
70;1;2;0;hydroponic;organic;300
70;2;1;0;traditional;nonorganic;400
70;2;2;1;traditional;organic;100
70;3;1;1;hydroponic;nonorganic;100
70;3;2;0;traditional;nonorganic;400
70;4;1;1;hydroponic;nonorganic;400
70;4;2;0;hydroponic;nonorganic;100
70;5;1;0;traditional;nonorganic;300
70;5;2;1;traditional;organic;200
70;6;1;1;traditional;organic;300
70;6;2;0;hydroponic;organic;200
70;7;1;0;hydroponic;nonorganic;200
70;7;2;1;hydroponic;organic;300
70;8;1;1;traditional;nonorganic;100
70;8;2;0;traditional;organic;400
71;1;1;1;traditional;organic;200
71;1;2;0;traditional;nonorganic;300
71;2;1;0;traditional;nonorganic;400
71;2;2;1;hydroponic;organic;100
71;3;1;1;traditional;organic;100
71;3;2;0;hydroponic;nonorganic;400
71;4;1;0;hydroponic;nonorganic;400
71;4;2;1;traditional;organic;100
71;5;1;1;hydroponic;organic;300
71;5;2;0;hydroponic;organic;200
71;6;1;1;hydroponic;nonorganic;300
71;6;2;0;traditional;organic;200
71;7;1;0;traditional;nonorganic;200
71;7;2;1;traditional;nonorganic;300
71;8;1;1;hydroponic;nonorganic;100
71;8;2;0;hydroponic;organic;400
72;1;1;1;traditional;nonorganic;200
72;1;2;0;hydroponic;organic;300
72;2;1;1;hydroponic;nonorganic;400
72;2;2;0;traditional;nonorganic;100
72;3;1;1;traditional;nonorganic;100
72;3;2;0;traditional;organic;400
72;4;1;0;hydroponic;organic;400
72;4;2;1;traditional;organic;100
72;5;1;0;hydroponic;organic;300
72;5;2;1;hydroponic;organic;200
72;6;1;1;hydroponic;nonorganic;300
72;6;2;0;hydroponic;nonorganic;200
72;7;1;1;traditional;organic;200
72;7;2;0;traditional;nonorganic;300
72;8;1;1;traditional;nonorganic;100
72;8;2;0;hydroponic;organic;400
73;1;1;1;hydroponic;nonorganic;200
73;1;2;0;traditional;nonorganic;300
73;2;1;0;hydroponic;organic;400
73;2;2;1;traditional;nonorganic;100
73;3;1;1;hydroponic;nonorganic;100
73;3;2;0;hydroponic;nonorganic;400
73;4;1;1;hydroponic;organic;400
73;4;2;0;traditional;organic;100
73;5;1;0;traditional;nonorganic;300
73;5;2;1;hydroponic;nonorganic;200
73;6;1;1;traditional;organic;300
73;6;2;0;hydroponic;nonorganic;200
73;7;1;0;hydroponic;organic;200
73;7;2;1;hydroponic;organic;300
73;8;1;0;traditional;organic;100
73;8;2;1;traditional;organic;400
74;1;1;1;traditional;nonorganic;200
74;1;2;0;hydroponic;organic;300
74;2;1;0;hydroponic;nonorganic;400
74;2;2;1;hydroponic;nonorganic;100
74;3;1;1;hydroponic;nonorganic;100
74;3;2;0;hydroponic;nonorganic;400
74;4;1;1;traditional;organic;400
74;4;2;0;traditional;nonorganic;100
74;5;1;0;hydroponic;organic;300
74;5;2;1;traditional;nonorganic;200
74;6;1;1;hydroponic;organic;300
74;6;2;0;hydroponic;organic;200
74;7;1;0;hydroponic;organic;200
74;7;2;1;hydroponic;nonorganic;300
74;8;1;0;hydroponic;nonorganic;100
74;8;2;1;traditional;nonorganic;400
75;1;1;1;hydroponic;organic;200
75;1;2;0;traditional;organic;300
75;2;1;0;traditional;nonorganic;400
75;2;2;1;hydroponic;nonorganic;100
75;3;1;1;hydroponic;organic;100
75;3;2;0;hydroponic;nonorganic;400
75;4;1;1;traditional;organic;400
75;4;2;0;hydroponic;organic;100
75;5;1;0;traditional;organic;300
75;5;2;1;traditional;organic;200
75;6;1;1;traditional;nonorganic;300
75;6;2;0;hydroponic;organic;200
75;7;1;0;hydroponic;nonorganic;200
75;7;2;1;hydroponic;organic;300
75;8;1;0;traditional;nonorganic;100
75;8;2;1;traditional;nonorganic;400
76;1;1;1;traditional;nonorganic;200
76;1;2;0;hydroponic;organic;300
76;2;1;0;hydroponic;nonorganic;400
76;2;2;1;hydroponic;nonorganic;100
76;3;1;1;hydroponic;organic;100
76;3;2;0;traditional;organic;400
76;4;1;0;hydroponic;nonorganic;400
76;4;2;1;hydroponic;nonorganic;100
76;5;1;0;traditional;nonorganic;300
76;5;2;1;hydroponic;nonorganic;200
76;6;1;1;traditional;organic;300
76;6;2;0;hydroponic;organic;200
76;7;1;0;traditional;nonorganic;200
76;7;2;1;hydroponic;nonorganic;300
76;8;1;0;hydroponic;organic;100
76;8;2;1;hydroponic;nonorganic;400
77;1;1;1;hydroponic;organic;200
77;1;2;0;traditional;organic;300
77;2;1;0;traditional;organic;400
77;2;2;1;traditional;organic;100
77;3;1;1;traditional;organic;100
77;3;2;0;traditional;nonorganic;400
77;4;1;1;traditional;nonorganic;400
77;4;2;0;traditional;nonorganic;100
77;5;1;1;traditional;organic;300
77;5;2;0;hydroponic;organic;200
77;6;1;1;traditional;organic;300
77;6;2;0;traditional;nonorganic;200
77;7;1;0;traditional;nonorganic;200
77;7;2;1;traditional;nonorganic;300
77;8;1;1;hydroponic;nonorganic;100
77;8;2;0;hydroponic;organic;400
78;1;1;1;hydroponic;nonorganic;200
78;1;2;0;hydroponic;organic;300
78;2;1;0;hydroponic;organic;400
78;2;2;1;traditional;nonorganic;100
78;3;1;1;traditional;nonorganic;100
78;3;2;0;hydroponic;organic;400
78;4;1;0;hydroponic;organic;400
78;4;2;1;hydroponic;organic;100
78;5;1;1;traditional;organic;300
78;5;2;0;hydroponic;organic;200
78;6;1;1;traditional;nonorganic;300
78;6;2;0;hydroponic;organic;200
78;7;1;0;traditional;nonorganic;200
78;7;2;1;hydroponic;nonorganic;300
78;8;1;0;hydroponic;organic;100
78;8;2;1;traditional;organic;400
79;1;1;1;hydroponic;organic;200
79;1;2;0;hydroponic;nonorganic;300
79;2;1;0;hydroponic;nonorganic;400
79;2;2;1;traditional;organic;100
79;3;1;1;traditional;organic;100
79;3;2;0;hydroponic;organic;400
79;4;1;1;hydroponic;organic;400
79;4;2;0;hydroponic;organic;100
79;5;1;1;traditional;organic;300
79;5;2;0;traditional;organic;200
79;6;1;1;traditional;nonorganic;300
79;6;2;0;hydroponic;nonorganic;200
79;7;1;0;hydroponic;nonorganic;200
79;7;2;1;traditional;nonorganic;300
79;8;1;0;hydroponic;organic;100
79;8;2;1;traditional;organic;400
80;1;1;1;hydroponic;organic;200
80;1;2;0;hydroponic;nonorganic;300
80;2;1;0;hydroponic;nonorganic;400
80;2;2;1;hydroponic;nonorganic;100
80;3;1;1;traditional;organic;100
80;3;2;0;traditional;nonorganic;400
80;4;1;0;hydroponic;nonorganic;400
80;4;2;1;traditional;organic;100
80;5;1;1;hydroponic;organic;300
80;5;2;0;hydroponic;nonorganic;200
80;6;1;1;traditional;organic;300
80;6;2;0;traditional;organic;200
80;7;1;0;traditional;organic;200
80;7;2;1;traditional;organic;300
80;8;1;1;hydroponic;nonorganic;100
80;8;2;0;hydroponic;organic;400
81;1;1;1;traditional;organic;200
81;1;2;0;hydroponic;organic;300
81;2;1;0;hydroponic;nonorganic;400
81;2;2;1;traditional;organic;100
81;3;1;0;hydroponic;nonorganic;100
81;3;2;1;traditional;nonorganic;400
81;4;1;1;hydroponic;organic;400
81;4;2;0;hydroponic;organic;100
81;5;1;1;traditional;organic;300
81;5;2;0;traditional;organic;200
81;6;1;0;traditional;nonorganic;300
81;6;2;1;hydroponic;organic;200
81;7;1;1;traditional;nonorganic;200
81;7;2;0;traditional;nonorganic;300
81;8;1;0;traditional;organic;100
81;8;2;1;traditional;nonorganic;400
82;1;1;1;traditional;organic;200
82;1;2;0;hydroponic;organic;300
82;2;1;0;hydroponic;nonorganic;400
82;2;2;1;traditional;organic;100
82;3;1;1;hydroponic;nonorganic;100
82;3;2;0;traditional;nonorganic;400
82;4;1;0;hydroponic;organic;400
82;4;2;1;hydroponic;organic;100
82;5;1;0;traditional;organic;300
82;5;2;1;traditional;organic;200
82;6;1;1;traditional;nonorganic;300
82;6;2;0;hydroponic;organic;200
82;7;1;0;traditional;nonorganic;200
82;7;2;1;traditional;nonorganic;300
82;8;1;1;traditional;organic;100
82;8;2;0;traditional;nonorganic;400
83;1;1;0;traditional;organic;200
83;1;2;1;hydroponic;organic;300
83;2;1;1;hydroponic;nonorganic;400
83;2;2;0;traditional;organic;100
83;3;1;0;hydroponic;nonorganic;100
83;3;2;1;traditional;nonorganic;400
83;4;1;1;hydroponic;organic;400
83;4;2;0;hydroponic;organic;100
83;5;1;0;traditional;organic;300
83;5;2;1;traditional;organic;200
83;6;1;0;traditional;nonorganic;300
83;6;2;1;hydroponic;organic;200
83;7;1;1;traditional;nonorganic;200
83;7;2;0;traditional;nonorganic;300
83;8;1;0;traditional;organic;100
83;8;2;1;traditional;nonorganic;400
84;1;1;0;traditional;organic;200
84;1;2;1;hydroponic;organic;300
84;2;1;0;hydroponic;nonorganic;400
84;2;2;1;traditional;organic;100
84;3;1;0;hydroponic;nonorganic;100
84;3;2;1;traditional;nonorganic;400
84;4;1;0;hydroponic;organic;400
84;4;2;1;hydroponic;organic;100
84;5;1;0;traditional;organic;300
84;5;2;1;traditional;organic;200
84;6;1;0;traditional;nonorganic;300
84;6;2;1;hydroponic;organic;200
84;7;1;0;traditional;nonorganic;200
84;7;2;1;traditional;nonorganic;300
84;8;1;1;traditional;organic;100
84;8;2;0;traditional;nonorganic;400
85;1;1;1;traditional;organic;200
85;1;2;0;hydroponic;organic;300
85;2;1;0;hydroponic;nonorganic;400
85;2;2;1;traditional;organic;100
85;3;1;0;hydroponic;nonorganic;100
85;3;2;1;traditional;nonorganic;400
85;4;1;1;hydroponic;organic;400
85;4;2;0;hydroponic;organic;100
85;5;1;1;traditional;organic;300
85;5;2;0;traditional;organic;200
85;6;1;1;traditional;nonorganic;300
85;6;2;0;hydroponic;organic;200
85;7;1;1;traditional;nonorganic;200
85;7;2;0;traditional;nonorganic;300
85;8;1;0;traditional;organic;100
85;8;2;1;traditional;nonorganic;400
86;1;1;0;traditional;organic;200
86;1;2;1;hydroponic;organic;300
86;2;1;0;hydroponic;nonorganic;400
86;2;2;1;traditional;organic;100
86;3;1;1;hydroponic;nonorganic;100
86;3;2;0;traditional;nonorganic;400
86;4;1;0;hydroponic;organic;400
86;4;2;1;hydroponic;organic;100
86;5;1;0;traditional;organic;300
86;5;2;1;traditional;organic;200
86;6;1;0;traditional;nonorganic;300
86;6;2;1;hydroponic;organic;200
86;7;1;0;traditional;nonorganic;200
86;7;2;1;traditional;nonorganic;300
86;8;1;1;traditional;organic;100
86;8;2;0;traditional;nonorganic;400
87;1;1;1;traditional;organic;200
87;1;2;0;hydroponic;organic;300
87;2;1;1;hydroponic;nonorganic;400
87;2;2;0;traditional;organic;100
87;3;1;0;hydroponic;nonorganic;100
87;3;2;1;traditional;nonorganic;400
87;4;1;1;hydroponic;organic;400
87;4;2;0;hydroponic;organic;100
87;5;1;0;traditional;organic;300
87;5;2;1;traditional;organic;200
87;6;1;0;traditional;nonorganic;300
87;6;2;1;hydroponic;organic;200
87;7;1;1;traditional;nonorganic;200
87;7;2;0;traditional;nonorganic;300
87;8;1;0;traditional;organic;100
87;8;2;1;traditional;nonorganic;400
88;1;1;1;traditional;organic;200
88;1;2;0;hydroponic;organic;300
88;2;1;0;hydroponic;nonorganic;400
88;2;2;1;traditional;organic;100
88;3;1;1;hydroponic;nonorganic;100
88;3;2;0;traditional;nonorganic;400
88;4;1;0;hydroponic;organic;400
88;4;2;1;hydroponic;organic;100
88;5;1;0;traditional;organic;300
88;5;2;1;traditional;organic;200
88;6;1;0;traditional;nonorganic;300
88;6;2;1;hydroponic;organic;200
88;7;1;1;traditional;nonorganic;200
88;7;2;0;traditional;nonorganic;300
88;8;1;1;traditional;organic;100
88;8;2;0;traditional;nonorganic;400
89;1;1;0;traditional;organic;200
89;1;2;1;hydroponic;organic;300
89;2;1;0;hydroponic;nonorganic;400
89;2;2;1;traditional;organic;100
89;3;1;0;hydroponic;nonorganic;100
89;3;2;1;traditional;nonorganic;400
89;4;1;0;hydroponic;organic;400
89;4;2;1;hydroponic;organic;100
89;5;1;0;traditional;organic;300
89;5;2;1;traditional;organic;200
89;6;1;1;traditional;nonorganic;300
89;6;2;0;hydroponic;organic;200
89;7;1;0;traditional;nonorganic;200
89;7;2;1;traditional;nonorganic;300
89;8;1;0;traditional;organic;100
89;8;2;1;traditional;nonorganic;400
90;1;1;1;traditional;organic;200
90;1;2;0;hydroponic;organic;300
90;2;1;0;hydroponic;nonorganic;400
90;2;2;1;traditional;organic;100
90;3;1;0;hydroponic;nonorganic;100
90;3;2;1;traditional;nonorganic;400
90;4;1;1;hydroponic;organic;400
